submitter_id.samples,mrna_vae_1,mrna_vae_2,mrna_vae_3,mrna_vae_4,mrna_vae_5,mrna_vae_6,mrna_vae_7,mrna_vae_8,mrna_vae_9,mrna_vae_10,mrna_vae_11,mrna_vae_12,mrna_vae_13,mrna_vae_14,mrna_vae_15,mrna_vae_16,mrna_vae_17,mrna_vae_18,mrna_vae_19,mrna_vae_20,mrna_vae_21,mrna_vae_22,mrna_vae_23,mrna_vae_24,mrna_vae_25,mrna_vae_26,mrna_vae_27,mrna_vae_28,mrna_vae_29,mrna_vae_30,mrna_vae_31,mrna_vae_32,label_mrna
TCGA-LD-A74U-01,1.124696,0.8844824,-0.14021023,-0.1810998,-1.119845,-0.13318175,0.22003779,-0.19551057,-0.035992295,1.5966762,-0.57168186,-0.27495226,0.23429155,-1.2476877,-1.1778113,0.3717594,-0.48973727,1.594884,0.331181,-0.021008622,0.10683294,0.39040434,0.547936,-0.05871267,1.2638776,-0.72852206,-0.024505943,-0.47272325,-0.45476177,1.2486942,-1.3719277,1.1827247,1
TCGA-D8-A1XA-01,0.17974561,-0.07227306,2.1730554,-1.0229448,-0.43449435,-1.4297801,-0.92179006,0.5575556,-0.31298667,1.1285062,-0.9113205,0.52648646,0.3678524,0.9949202,0.9127841,0.16542843,-0.51243335,-2.228131,-0.8521469,-0.5582199,0.14304951,-0.23225956,-0.95422024,0.9257203,-0.6332235,0.11465282,-0.48190066,-2.3167076,-0.65659755,0.90848804,-1.2940704,1.1104162,1
TCGA-D8-A1XR-01,-1.4711003,0.1447695,0.5970347,0.30945614,0.17113496,0.81647813,-0.34645993,-1.8299389,0.6124756,2.3334255,0.06795664,0.22135492,-2.2851825,0.6071447,1.2316682,0.18209326,-0.2361746,0.42994434,1.0270921,-1.1443375,-0.6841245,-0.7872508,1.636775,0.50314665,0.09512791,-0.9436945,-1.0384302,1.4330804,0.21199931,0.3745209,-0.5712744,0.78637064,1
TCGA-A8-A07Z-01,0.36484924,-1.286203,-2.1750872,0.5459841,0.98043275,-1.4432576,-0.27643642,-0.8461024,2.2862382,-2.4403129,-0.9746922,0.89052004,0.2709944,1.1312041,0.46711528,0.43729162,1.1202979,0.9655266,-0.99160504,1.2871231,-1.0387429,-0.38010457,0.37094405,-0.7583496,0.60192263,0.39480147,0.5359277,0.1920268,0.47659507,-1.7199568,1.4998558,-0.27559707,1
TCGA-E2-A1IJ-01,-0.7566661,0.8108892,-0.1673425,-0.28469855,0.9686116,0.60774994,0.43882468,0.22092131,0.16668564,0.38744837,-1.8253914,1.3408831,0.5686486,-0.8717712,-1.5419811,1.0594817,-0.65034306,-1.1496128,1.568076,-0.8744844,-0.7898021,-0.833135,-1.5002288,-0.06768239,-1.0562525,1.9421306,0.16903079,2.6223388,1.0538589,0.9892543,-0.19895157,-0.5316667,1
TCGA-GM-A2DH-01,-0.44710252,-0.80694497,-0.25679687,-0.056556523,0.7394119,-0.56817734,1.1984717,0.16611895,0.66959447,2.32884,-0.22228372,-0.0024720058,-0.27467263,0.32271266,-0.40655187,0.86206585,-1.2770993,0.34321815,1.1723801,1.6688067,-1.2203091,-0.45344198,1.1963918,0.46225742,-0.905208,-0.052016053,0.34414104,-2.1678226,-0.42553976,-0.5912969,0.30115855,0.5436865,0
TCGA-BH-A0AY-01,-1.2380363,-0.0068119727,0.48117745,-0.07089579,0.2999093,-0.65236664,-1.6738421,0.26424024,-0.0370698,0.39329496,-1.3093075,0.30381715,-0.16393934,-0.3742934,0.5804537,0.5128099,1.3250017,1.105938,0.11512497,1.1556561,-0.92847836,-0.4465212,0.17227066,-0.05003328,-0.5182524,-1.269687,0.64895284,-1.2746145,-0.037283916,-0.26322284,0.9893837,0.82460386,1
TCGA-BH-A42V-01,-1.9290131,0.28396642,-0.14454113,1.2546692,-0.32074055,0.38215196,-1.0404861,1.8742477,1.6702214,-2.2760022,-1.6400372,0.5653351,-0.79524845,-0.5656497,0.19623597,-0.5588202,-0.036369808,2.926803,0.028034825,1.3687844,-1.2230549,-1.3473669,-0.82873607,-1.9557074,-0.74133205,-0.55083454,0.03674739,-0.36867988,-1.1120266,0.4242766,-1.3415046,1.1834999,1
TCGA-B6-A0IH-01,-1.4109013,-0.49959502,0.62792265,0.82076085,0.80322,-0.37551412,0.29990375,0.660855,-0.9423581,-1.0580206,0.95843136,-0.42250785,-0.25142872,0.18476263,0.5211733,0.20890856,-1.4817228,-0.029832862,1.0528435,0.3334333,0.60594386,0.7451357,-0.1022736,0.49769562,0.2123172,0.20536232,-0.85448074,-0.46745312,-0.67791075,-0.5714052,-1.0466532,0.19783625,0
TCGA-A1-A0SH-01,0.13006216,1.0146759,0.94738513,0.83771455,0.3463164,0.5889065,-0.1446712,-0.53150445,0.24567766,1.8385398,0.50773555,0.2805756,0.4063474,-0.7654076,-0.32521886,-0.6025145,-0.13703534,1.1386057,-0.58489084,-1.3830045,0.7364235,2.3498132,1.0962795,-0.47762865,0.52331007,0.94186246,-0.3376497,-0.21263686,-0.31831053,-1.0830625,1.3780391,0.6923399,1
TCGA-AR-A1AQ-01,-1.6282924,0.63037,0.58413994,0.33455205,-0.49484226,-0.68543196,2.0015578,0.13911095,-0.001278095,2.647054,0.3485855,0.03599638,-0.8602777,-0.69665724,0.027091078,0.71795386,-0.63720757,-0.71486735,-0.6515385,0.44317836,0.16499396,0.017996367,0.6452017,-0.67490375,-1.4925427,-1.2065933,-0.7685189,1.6207169,0.7218148,0.49156427,1.6126544,-0.38666284,0
TCGA-A7-A0DC-01,-0.4639808,-0.25808555,1.3898544,-0.33723682,0.6495266,-0.08496147,0.7604181,-0.026041642,-0.4677788,1.4475096,-0.68071306,-0.070268124,0.117325634,-0.8504147,-0.069281325,0.6302098,-0.29666048,-2.0586653,1.432991,0.99109125,-0.9298804,1.8379725,-0.73945135,0.6000134,-0.75000167,-2.7752302,0.9627411,-0.45862052,0.26283672,0.6519005,-0.83098924,-0.7105452,1
TCGA-A8-A07P-01,0.47480103,0.35189053,-0.18711652,1.1735525,-1.4636084,0.3942542,-0.42821807,-0.8415532,-0.34767202,0.51271737,-0.5995723,-0.2819022,0.84147555,-0.5059574,-0.46046746,-1.1648378,0.48347023,-1.947923,1.233019,-2.451804,-1.7797929,1.3321407,0.73865294,-0.023075249,-0.44914535,1.0023507,-2.076516,-1.8280206,0.5646193,-0.22936301,1.3842785,0.9373025,1
TCGA-A1-A0SN-01,-0.7964107,1.479574,1.1722775,1.244876,-0.724002,1.1405474,-0.92353565,-1.4031422,0.78765273,-1.1374265,-1.0133812,2.408066,0.7362525,0.009258248,1.328506,1.3101645,-0.18049784,-0.36839393,0.28171766,-1.8748037,-1.4133083,1.298648,-0.2716418,0.47794282,2.029084,-1.513885,-1.2014941,-1.8225319,-0.39293432,-1.931942,-1.2266154,0.21260831,1
TCGA-BH-A18T-01,-0.40212232,0.8258584,0.23700875,2.2477274,2.0882251,0.96419257,0.24439509,0.58130133,1.5243698,1.4938027,0.1751338,-0.992284,-1.6630739,0.42267817,-0.2972658,1.8663936,0.117310494,-0.72519857,-0.9387843,-0.63197714,0.5435212,0.92801046,-2.041617,-0.014257811,-2.0132754,-1.1668702,0.06588782,0.04254315,0.20369479,0.55208844,-0.13909626,-0.5770042,1
