run_name,loss_fn,regularizer,kl_weight,mmd_weight,modality,classifier,fold,roc_auc,auprc,accuracy,precision,recall,f1,tn,fp,fn,tp
mse_mmd,mse,mmd,0.001,10.0,cnv,sigmoid_svm,8,0.488,0.7691,0.4815,0.7647,0.4699,0.5821,13,12,44,39
mse_mmd,mse,mmd,0.001,10.0,cnv,sigmoid_svm,9,0.3868,0.717,0.5981,0.8197,0.6098,0.6993,14,11,32,50
mse_mmd,mse,mmd,0.001,10.0,cnv,sigmoid_svm,10,0.4829,0.7558,0.4299,0.7442,0.3902,0.512,14,11,50,32
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,1,0.5349,0.7835,0.7037,0.7778,0.8537,0.814,6,20,12,70
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,2,0.501,0.7673,0.7037,0.8072,0.8072,0.8072,9,16,16,67
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,3,0.7014,0.8677,0.7407,0.809,0.8675,0.8372,8,17,11,72
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,4,0.461,0.7457,0.6759,0.7727,0.8193,0.7953,5,20,15,68
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,5,0.4202,0.725,0.6481,0.7711,0.7711,0.7711,6,19,19,64
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,6,0.632,0.8467,0.7037,0.8,0.8193,0.8095,8,17,15,68
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,7,0.541,0.7927,0.713,0.7826,0.8675,0.8229,5,20,11,72
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,8,0.5916,0.8227,0.713,0.7889,0.8554,0.8208,6,19,12,71
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,9,0.5854,0.8198,0.7009,0.7841,0.8415,0.8118,6,19,13,69
mse_mmd,mse,mmd,0.001,10.0,cnv,random_forest,10,0.6222,0.8147,0.6729,0.7975,0.7683,0.7826,9,16,19,63
