submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-PE-A5DE-01,0.1260977,3.6755602,0.49676305,2.0858302,0.8823806,-0.007120179,1.0247904,0.8080611,0.14494422,-0.7441715,-1.056417,1.4298573,-1.4863677,-0.95290524,1.4466888,0.9135497,-0.46189997,0.7895053,1.4092011,0.5979966,0.47108686,0.72301304,-1.1246365,0.76253897,0.5039861,-0.38301063,1.7510923,1.9303477,-0.7519406,0.15078327,0.450289,-4.3468413,0
TCGA-PL-A8LV-01,3.0910296,-1.648781,-0.43376037,0.7321,-0.25124702,1.4727069,-1.8331552,0.024225831,-1.3157907,-1.8403006,1.0179825,1.6498133,0.07032732,-2.4267993,0.71196324,-0.58710897,1.709156,-0.70388293,0.51673084,-0.72811294,-0.33265245,-0.9340029,-1.5376477,1.1133795,2.0161557,1.23964,-1.3656207,0.1829077,-0.032140218,-1.2133106,1.5225934,-1.4663239,1
TCGA-PL-A8LX-01,-0.5498387,1.5884188,0.6332485,1.0975395,0.62720823,-1.5918537,-0.19938761,-0.16095972,0.4151161,1.2021377,-1.1243794,0.19420072,0.11775886,-0.6820545,1.1600678,0.46396756,-0.47570175,-0.92199975,1.0498416,0.5730647,-0.15684539,-0.5335771,0.023031153,-0.12639281,-1.2781687,-0.27656025,0.000956282,1.7938626,-1.1224948,-0.5838895,0.6625481,-2.0864763,1
TCGA-PL-A8LY-01,0.29415902,1.5845627,0.0741921,1.3015902,0.093766294,-0.48812464,0.70765424,0.6517553,0.03790468,-0.077053644,-0.005092602,1.1736473,-0.7767082,-0.84090155,1.6598947,-0.2826394,0.44068354,-0.12782817,0.824607,0.21524277,-0.42106766,0.38035464,-1.4703355,0.33132273,0.031658247,-0.5513049,0.42099333,1.3119636,-0.11273717,-0.24306944,0.99104893,-3.3793778,1
TCGA-PL-A8LZ-01,-0.683805,0.35479093,1.7282919,0.2704134,0.39054224,-1.1650083,1.722385,-0.99473715,-0.13418928,0.5397491,-1.6053042,-1.2718841,-0.69303924,1.2318342,-0.6301655,1.1443338,-0.42945555,-0.860768,-1.3667005,0.44456547,1.7099283,0.010664217,2.4103458,-1.0744501,-1.7590777,-0.80907613,-0.80959415,1.6684687,-1.6198492,-1.3340917,-0.19953597,-0.86398727,1
TCGA-S3-A6ZF-01,0.32435492,0.019978471,1.458977,0.005159892,0.28897303,-1.2619373,-2.294243,-0.88243306,0.36792994,0.57365495,-1.7701882,0.34117022,-0.96977717,-1.5256947,-0.61441374,1.8281885,-1.2948956,-0.30305734,0.69184697,0.20381624,1.2944417,-2.147268,1.8873672,0.99546,-0.58030736,0.7947416,0.5659025,1.1475631,-0.76563215,-1.1445814,-0.38132522,-0.61568224,1
TCGA-S3-A6ZG-01,-0.40674984,-2.7427263,-0.44650352,-1.4099998,-0.31036702,-0.40478402,-0.67484355,-0.48291773,-0.21502522,0.82838017,1.292784,-0.90963775,2.279031,0.29089808,-0.9123499,0.21822783,0.6119285,-0.5664461,-0.038069718,0.17100321,0.20936303,-0.59680676,1.2197424,-0.5260693,-0.40753996,0.5012993,-1.7795882,-1.3089609,-0.1804879,-0.4855763,0.14946681,2.7195306,1
TCGA-S3-A6ZH-01,-1.463848,-2.0476706,0.09727416,-1.1680994,1.0834082,-0.44682288,-0.70390797,-1.163946,1.2490499,2.3127084,0.8563108,-0.25589466,2.0880933,-0.91260016,-1.3754208,0.16347292,-0.6985735,-0.7454903,0.6137333,0.724403,0.15632305,-1.105814,1.4562767,0.9285831,-0.32928318,-0.28230292,-0.18689351,-1.5733917,-1.3762223,-0.70596063,0.7657108,1.340063,1
TCGA-S3-AA0Z-01,0.110966995,1.415825,0.69685984,1.5266261,-0.13688791,0.1725815,-0.47580644,0.37344304,0.676486,-0.672685,-0.5705165,1.964511,-1.202736,-1.6946423,1.0765369,-0.6564661,-0.518047,0.65036505,1.2438959,-0.75488436,-1.1098435,-0.17218381,-1.5069941,0.302471,0.50778735,-0.62378675,1.4560527,0.41927415,-0.30824867,-0.6205272,0.985852,-3.0511823,1
TCGA-S3-AA10-01,0.3194592,-2.3211021,0.27763876,-0.5652273,-0.40210566,1.3739405,-1.8414843,-1.1744511,-0.83150303,-2.3837843,0.75818616,-0.044658042,1.1841369,-2.268833,-1.0951797,0.49884534,-0.9748089,-0.47525096,-0.14608264,-1.3682233,0.47506112,-0.69198644,0.46621868,0.73799163,0.14162676,0.95890474,-1.5083371,-1.9429135,1.3448269,-1.1751885,1.639732,0.42965215,1
