submitter_id.samples,mrna_vae_1,mrna_vae_2,mrna_vae_3,mrna_vae_4,mrna_vae_5,mrna_vae_6,mrna_vae_7,mrna_vae_8,mrna_vae_9,mrna_vae_10,mrna_vae_11,mrna_vae_12,mrna_vae_13,mrna_vae_14,mrna_vae_15,mrna_vae_16,mrna_vae_17,mrna_vae_18,mrna_vae_19,mrna_vae_20,mrna_vae_21,mrna_vae_22,mrna_vae_23,mrna_vae_24,mrna_vae_25,mrna_vae_26,mrna_vae_27,mrna_vae_28,mrna_vae_29,mrna_vae_30,mrna_vae_31,mrna_vae_32,label_mrna
TCGA-A8-A07Z-01,-0.81071466,1.383771,-0.5766528,1.005088,-0.797625,-0.20772466,-0.12454983,-0.610684,-0.84639865,-0.89825404,0.047057956,-1.6552018,1.3365098,0.0528136,1.2608287,0.8301826,-1.6828628,2.883923,0.7143718,-1.7933396,-0.74509364,-0.03649327,0.54757184,-0.7005829,-0.06798762,0.09960622,-1.2498728,-1.8179309,-0.33774552,-0.88784504,0.42939252,-0.005380839,1
TCGA-E2-A1IJ-01,-0.040932722,0.42850515,1.7404556,-2.594848,-1.6731515,0.014146412,-0.5399513,-0.8584623,-0.43915105,0.46962303,0.94851077,2.7911513,-1.0353309,0.46246392,-0.1795599,-0.8012178,0.7795298,-1.0315192,-0.07556107,0.34938225,0.52912116,0.9271244,1.4129485,-1.6473348,-0.03377549,-0.6982191,-0.22992575,-1.4332696,-2.0997474,0.024864037,-1.107441,-1.2659549,1
TCGA-GM-A2DH-01,-0.09331305,0.41493803,0.015026078,1.7282788,0.057292864,-0.0021950735,0.1456261,0.95453423,-1.3828683,0.022568624,0.14624497,-0.6380026,-0.69277436,0.65854293,0.0055358945,0.6746946,-0.0058383513,0.4439312,0.80234444,-0.3182854,1.4749672,-0.3454463,-0.74338967,0.11771961,0.84609663,0.1517643,0.4491229,0.54960734,-0.14031403,0.34240687,-0.3892618,1.0087129,0
TCGA-BH-A0AY-01,-0.18761864,-0.12456113,0.9737816,-1.5844835,1.1551566,-0.37693614,1.2670457,-0.2123404,-0.7481472,0.6722424,-0.8504369,-1.757896,0.71849716,-1.353034,0.9894547,-1.3879073,-1.4048045,1.555078,1.078313,0.110905215,-0.4528491,0.1187849,0.37321773,0.5741677,-0.74398834,-0.6162105,0.32010868,0.38265032,-0.0018824674,1.018463,-0.77992874,-0.082106434,1
TCGA-BH-A42V-01,-1.4286252,1.1874756,-0.8436261,0.15390317,1.2060418,-0.909648,0.4327356,0.2636962,-0.049346738,-1.0083165,0.53073287,-0.8202882,-0.36865586,0.04782954,-1.6844692,-0.7678404,-0.32094896,0.47165197,0.004342435,0.26555285,0.7654344,0.56044436,0.45709908,-0.28785425,-2.0479562,-0.7744875,-0.72115123,-0.38311645,0.025891472,-1.0618201,0.13495488,0.8753214,1
TCGA-B6-A0IH-01,-0.91847783,1.1382775,-1.0175976,0.34379244,0.6625953,0.64267033,-0.16181865,1.1477182,-0.50233394,-1.0244747,2.0495856,-0.400972,-2.4751627,-0.42371356,-0.27008748,1.2663714,0.13320884,-0.9913836,-0.40132013,-0.24666731,0.58036786,1.3439094,0.27066353,-1.1294012,-0.7674459,-0.26547506,-1.6573635,0.24428368,0.52556854,-1.4805688,1.0282036,0.33368722,0
TCGA-A1-A0SH-01,1.015701,-1.5401002,-0.59093255,-1.2474245,0.5327872,-2.6085207,-0.35910177,0.42578313,1.8373158,1.146915,1.4699768,2.2066317,-0.35812998,-0.4118659,0.5234485,-1.4485577,0.5795712,0.9476612,0.4427759,-0.81479967,-1.0266145,1.8028762,-0.1243789,0.29995885,-1.3596224,-0.04934031,0.93613154,-0.70938724,-0.39065182,-0.3465269,-0.37806445,1.1947328,1
TCGA-AR-A1AQ-01,0.47315627,-1.3940517,-1.0597254,0.047715474,1.1325898,-1.2871165,0.34397584,-0.73242676,-1.8930284,-1.7259002,0.7602675,-0.59116155,0.078658454,-0.6776603,0.050426316,1.264982,0.25000948,1.2591515,0.15979971,-0.3646186,0.877204,0.7735193,-0.34267423,0.26475638,-2.4830868,0.8915859,-1.7462338,0.13147269,-0.06362471,-0.12882857,0.8245365,0.2025292,0
TCGA-A7-A0DC-01,-0.73401916,0.8601733,-1.2696583,1.727118,-1.3855757,-1.6554409,0.2381868,-0.80551624,1.177671,-1.5413032,-0.2719855,-0.76059186,1.0604335,1.9988939,-0.014334813,0.39898178,0.58852404,0.49896345,-2.5401878,-0.4504399,-0.28518325,0.54598737,-0.12483469,-1.5994214,0.3830719,0.29396504,-0.3088601,-1.1406593,-2.0549042,1.0946782,0.73629624,1.2146261,1
TCGA-A8-A07P-01,-0.33773512,0.42993867,0.43352497,-0.1344966,-0.84741753,-0.21173002,0.06779663,-0.1476839,0.08072755,1.2756629,-0.3249665,0.59924877,-0.9783831,-0.85898346,-0.64593434,0.69928074,-2.39464,-0.72200096,-2.2918873,-0.32918245,0.28690514,0.72556394,0.20758216,0.55463475,0.28810516,0.85921746,-1.1914971,-0.19787906,-0.79636085,2.0539148,0.6511391,1.4049097,1
TCGA-A1-A0SN-01,0.9105684,-1.9123273,-0.18359391,-0.70706844,0.6722858,0.8410066,2.3089626,-0.3186448,-0.36597404,-0.027972315,0.3689261,2.2388318,-0.43394822,0.270939,-1.0896481,-0.017032212,-0.2585044,1.6627871,1.0554881,-0.5803991,-0.059694823,0.32767043,-0.91972196,-0.6732767,1.8339913,-1.3735131,0.42232308,-0.98375404,0.10842295,-1.627893,-0.11058866,1.326264,1
TCGA-BH-A18T-01,0.89581335,0.0055498257,-0.47362146,1.8405296,1.6955261,-1.3200634,-0.7585691,1.1529504,0.0323145,-0.5603518,2.7741456,1.1354959,1.1979997,-0.7853757,0.041244254,1.0490563,0.21598396,0.032106075,0.6521749,0.49089092,0.32683143,1.7783495,1.8847221,-0.014474709,0.698989,-0.2809366,-0.67043656,-0.41734922,1.2136365,-0.5716608,0.59091717,0.5513541,1
