submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-A1-A0SF-01,-1.5760981,1.1867063,1.232543,0.43602753,-0.5235859,-0.14864507,0.7293452,-1.5446663,-1.002204,1.2848644,-0.9385649,-0.95688343,-0.14653154,-0.946222,0.19976553,-1.3921753,-0.032134324,-1.0554601,-1.252216,1.3590598,0.04272434,1.0515056,0.058398105,-1.6415963,-0.18720298,-0.18906765,0.23894224,-1.372784,0.10231491,-1.0284408,-0.52089596,1.4697434,1
TCGA-A1-A0SG-01,-0.44916996,0.6850321,0.4441862,1.2949238,-1.2263688,0.9827222,-1.7395929,-0.36937517,-0.7344779,-0.34096763,-2.0806367,-0.0153387785,-0.43624228,1.0906811,-0.121718824,0.46148694,-0.2609565,0.14310282,0.49530888,-0.67654413,1.2133527,0.05538302,1.0599678,-0.17100054,-2.0954332,-1.7052252,-0.97012806,-0.790417,0.33108768,0.2442809,-0.11958689,0.9134216,1
TCGA-A1-A0SH-01,1.4014568,1.0365738,-0.9960328,-0.024308264,0.6120333,2.4396005,-2.6500423,-0.59920156,0.04115371,1.1382673,-0.95338714,-0.14952132,0.31223315,-0.44612038,-0.0014856905,1.3812056,-1.6917402,-0.19630617,-0.43940464,-0.6516019,1.95962,0.84595984,-0.6284907,1.1200035,0.25507995,0.46797395,-1.5613177,-1.5427918,0.18921292,1.1153393,0.4932546,-0.35194117,1
TCGA-A1-A0SI-01,1.0480084,0.70807755,0.113375366,-0.24313685,0.6417455,0.97063065,-0.63879275,1.2074866,1.5107327,-1.3036602,-2.0385575,-0.16782877,-1.477422,0.39425036,0.68183386,-2.1934853,-1.2686446,-1.1867667,-2.3533072,0.18490088,-0.16047704,-1.4239252,0.49995005,-0.33938885,0.6742517,0.33766013,1.3152298,-0.09955314,0.025202453,0.25171107,0.61723053,0.43681026,1
TCGA-A1-A0SJ-01,-0.4682043,-0.20721771,1.9398714,1.3318353,-0.15955448,-1.1703889,-1.4994283,0.25037298,-1.4312907,0.94398886,-1.3131492,-1.5911441,0.4228238,0.020173311,-0.6243065,2.7408636,1.6528523,1.3399239,-0.16457316,-1.1006904,1.2375141,0.23360074,-3.4307477,0.49963686,1.7275991,0.388622,0.96174866,-0.56342566,-0.45496842,-1.2978358,-0.07318377,-0.8576448,1
TCGA-A1-A0SK-01,-0.49129134,-1.1034416,-0.48431724,-1.9209573,-1.0147582,0.010003805,0.3863855,0.86986816,-0.42178068,-1.2976558,-0.30586034,-0.77528197,-0.8652773,1.227973,-1.8161684,0.08807038,-1.3143559,0.2679476,1.9895587,1.0493131,-0.61506283,0.44912732,-2.1866508,-1.5967615,-0.31570092,0.8189405,1.0709006,0.2544443,0.03421575,-0.30393237,0.5529599,0.7747525,1
TCGA-A1-A0SM-01,-1.3352172,1.1612475,-0.766351,-2.2011821,-0.1384204,0.15854931,0.9132023,0.44683737,0.118139535,0.89095664,-0.24964167,0.118043415,-1.2909471,-0.24166897,-1.1621313,0.4027695,1.5913277,-1.4759336,-0.3376521,0.37993938,-1.1488153,-0.5486359,-1.504338,0.9341715,1.3300183,2.1379242,1.075999,0.10748123,-0.55956936,-0.66588104,-0.52084327,-0.46307826,1
TCGA-A1-A0SN-01,-1.8613702,0.17252423,-2.632004,-0.744521,0.41946626,-0.80425704,-0.68829054,-2.0102525,-0.13968727,1.0980713,-2.0420392,-0.30836278,-0.3491133,0.8545412,-0.20897356,-0.2289905,1.4605287,-0.62691903,-1.2226816,-1.8873239,-1.1226805,0.8937435,-1.059644,1.8754923,0.07646765,-3.9518673,1.3078039,-0.65725195,-0.96625364,1.1083169,0.26334077,-0.3588823,1
TCGA-A1-A0SO-01,0.40309894,0.6250147,0.26052982,-0.17836702,-0.36915964,-0.97517097,-0.78628045,0.24349433,-0.018870447,1.9287486,0.0033762604,-0.6506108,-0.30196807,-0.7126723,0.625878,0.46065715,-0.29442483,-0.72892094,0.96755856,-0.43352205,-0.5004449,0.8784207,-1.7215109,-0.35048452,0.122368336,1.1460981,-1.6233735,-0.8830353,-0.8959192,0.6613296,0.41766483,-0.4078031,1
TCGA-A1-A0SP-01,2.997677,0.12185997,0.40654075,-1.103693,1.0257189,0.75518626,-0.4109868,-1.8526635,1.0555174,-0.445794,-0.8245279,0.046635985,0.3903404,0.48097545,0.106490105,-1.751776,-0.17926921,-0.27591294,-0.5698467,-1.7297556,-0.34261832,-0.593994,-0.71106064,0.48377928,-0.2764929,1.7810266,0.5765324,-0.8908392,2.9097662,-0.2382694,0.63441145,0.28211087,1
