submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label
TCGA-AC-A3TM-01,-0.054376557,0.07414439,-0.01916385,0.04535591,0.013983566,0.047122076,0.08818943,-0.20598398,-0.010183837,0.0017926004,-0.1346716,-0.000112787355,0.06185055,-0.018792484,-0.0028030374,-0.27910656,0.015709043,0.15135589,-0.029598286,-0.04651814,-0.0019551627,-0.021352883,-0.0013057643,-0.0172981,-0.13591278,0.122230984,-0.013141591,0.06719911,-0.24460061,0.025042944,-0.0098807905,0.0793048,1
TCGA-AC-A3TN-01,-0.04524009,0.05833696,-0.023378257,0.01147189,-0.005719941,-0.0072259456,0.10790128,-0.0959344,0.016619328,0.057319246,-0.1082607,-0.0449197,0.08860636,-0.038682315,-0.010356316,0.71906555,0.03515342,0.02959431,0.009768711,-0.0925936,-0.026539039,0.0009868778,0.020220274,-0.022899834,-0.09302726,0.05694183,-0.01814067,0.07217309,-0.16612788,-0.004698999,0.00011873804,0.059992537,1
TCGA-AC-A3W5-01,0.06617193,-0.020867703,-0.031545464,0.034765504,0.043398816,0.078107804,0.07200874,-0.067545235,0.120014966,0.0010192301,-0.11082081,0.026723623,-0.074534,-0.014134948,0.077004485,0.8291999,0.042895958,0.1121564,-0.15940487,0.05395288,-0.004918169,-0.0632751,-0.038596813,0.049777806,-0.027508251,0.04888984,-0.0057879575,0.002350282,-0.084403284,0.04203268,0.0673492,0.2243418,1
TCGA-AC-A3W6-01,-0.0069275945,-0.035854638,-0.016385797,-0.0051027015,-0.0079350285,0.02222976,-0.033633787,-0.037262466,0.03268257,-0.043025978,-0.0135572925,0.021789197,0.012134615,0.014376755,-0.011780033,0.94706964,-0.023395136,0.012117632,0.018626036,0.03920073,-0.03740258,0.011598486,-0.009172833,-0.023702381,-0.009556584,0.013341032,-0.05114003,-0.023547787,0.08008892,0.01670193,-0.0031769741,0.028090911,1
TCGA-AC-A3W7-01,-0.0069275945,-0.035854638,-0.016385797,-0.0051027015,-0.0079350285,0.02222976,-0.033633787,-0.037262466,0.03268257,-0.043025978,-0.0135572925,0.021789197,0.012134615,0.014376755,-0.011780033,0.94706964,-0.023395136,0.012117632,0.018626036,0.03920073,-0.03740258,0.011598486,-0.009172833,-0.023702381,-0.009556584,0.013341032,-0.05114003,-0.023547787,0.08008892,0.01670193,-0.0031769741,0.028090911,1
TCGA-AC-A3YI-01,-0.068006024,0.032935888,0.07652551,-0.018582724,-0.05606429,0.008484498,-0.15553586,0.282767,-0.017667975,-0.029504428,0.14015299,0.08485708,-0.049080733,0.015307005,-0.037493538,0.5604644,0.008253187,-0.17540157,0.08789986,0.1295833,-0.077687964,-0.012531396,-0.016134685,0.02243072,0.15131164,-0.18795452,0.0535572,0.0049706586,0.28035456,-0.064641126,-0.08523788,-0.040771946,1
TCGA-AC-A3YJ-01,-0.018400535,-0.032464817,0.05183251,-0.04865911,-0.021903973,-0.008336365,-0.00913835,-0.0016183429,0.08759083,-0.018577205,0.06786009,-0.06025566,0.07809895,0.0259155,0.03176998,0.7700901,0.027947545,-0.0058697388,0.0017576385,0.04950238,0.01501688,0.029758785,0.044670176,-0.06536056,0.00035104528,-0.012991942,-0.0520445,0.014282402,-0.048854336,-0.021748029,-0.054751657,0.058185473,1
TCGA-AC-A4ZE-01,-0.03234406,0.04310724,-0.067899525,-0.016967244,-0.023743968,-0.021463946,0.018428456,0.021690255,-0.016102996,0.03280788,-0.011908449,-0.008736238,0.016275097,-0.004744415,-0.021006593,0.7284709,0.016050488,-0.057122283,0.014128091,-0.065146975,-0.010916363,0.009464148,-0.031172847,-0.026845036,-0.02031868,0.020702116,0.018619772,-0.017337177,0.0054284185,-0.010792561,-0.01285773,-0.018039776,1
TCGA-AC-A5EH-01,-0.037830576,0.023130657,-0.01270062,-0.0009840503,-0.008959811,0.033501282,0.054923248,-0.1578812,0.051557276,-0.049492456,-0.12677988,-0.039985172,0.04208714,-0.051735077,0.01541399,0.72414285,-0.03644402,0.120313205,0.012378367,-0.045271628,0.00095235184,0.037742678,0.021930868,-0.041888952,-0.0607894,0.072079025,-0.045378435,0.05392922,-0.13162038,0.058883063,0.004871106,0.106424615,1
TCGA-AC-A5EI-01,-0.027938977,-0.0047501866,0.077944174,-0.041978337,0.010379437,0.07318035,-0.072523214,0.22959247,0.092936024,-0.033235095,0.124839954,0.008395642,-0.022007685,-0.021954585,0.027133217,0.6502475,-0.022154719,-0.108599216,0.061294794,0.15397692,-0.026380043,0.056171622,0.02518613,0.005184533,-0.003443759,-0.08465851,0.0031989776,0.0049305446,0.20682581,-0.043561675,-0.14625481,-0.07587536,1
TCGA-AC-A5XS-01,-0.00861758,-0.0040736627,0.008457703,-0.007815011,0.00066359714,0.021119565,-0.0065865414,-0.03871194,0.025992606,-0.017136807,0.0051694475,-0.036355406,0.038883302,0.0046368046,0.008656738,0.70353085,-0.04959467,-0.0011035986,-0.0028022956,0.002478473,-0.03506444,0.015082266,-0.01090158,-0.036869854,0.027246036,0.031667225,-0.027323378,0.03374469,0.012892231,0.017159678,0.0033513736,0.07239321,1
TCGA-AC-A5XU-01,0.0063212067,0.008053007,-0.013864758,-0.027034111,0.03276791,-0.024715364,-0.00939842,-0.0170706,0.020063434,-0.034651823,0.0139780715,0.021831997,-0.01562589,0.028199669,0.027329376,0.8497611,0.0059142895,-0.0050610825,0.023451509,0.07495458,-0.021770012,-0.008795273,-0.017532414,-0.0033887606,0.01338125,0.02792599,-0.015836451,-0.017693508,0.07162107,-0.0143602565,0.0074117836,0.036348745,1
TCGA-AC-A62V-01,-0.09546335,0.036242634,-0.013890925,-0.04478491,-0.002618175,0.040102378,0.005132745,-0.020041311,-0.048667755,0.03843393,-0.021824189,0.06555159,0.017221455,-0.0025180923,-0.07855082,-0.24327987,0.006748855,0.03615863,-0.03036878,-0.05279117,0.022389341,-0.0075031184,0.012200082,-0.036572337,-0.07466184,0.058199756,0.022118729,-0.024019767,-0.029823884,-0.013492532,-0.0031964425,-0.0010832977,1
TCGA-AC-A62X-01,-0.010768563,0.030281128,0.029777642,-0.04113511,0.015332777,0.028211989,-0.057357837,0.13885215,0.030188654,-0.018673101,0.110161655,0.0041616554,-0.009525266,0.0649659,-0.001824657,0.71098346,-0.0013194829,-0.059709273,0.012306305,0.0857271,-0.016389858,-0.0008279346,0.0045731906,0.02878845,0.101033516,-0.08782155,0.024121877,0.027878147,0.18999583,-0.03622169,-0.0439974,0.025223302,1
TCGA-AC-A62Y-01,0.010642752,-0.011967896,0.0028061243,-0.029922701,0.0055797882,-0.00655891,-0.020533431,0.00063564396,0.022955272,-0.023198405,0.0153879225,0.012720965,0.014695708,0.020247724,-0.0016570189,0.8816389,0.0016242564,-0.02638688,0.038816005,0.050305195,-0.02559049,0.0029563643,0.006845111,-0.012854574,0.0054180697,0.004859291,-0.029883046,-0.028626133,0.10075878,-0.005323477,0.0024212357,0.001822101,1
TCGA-AC-A6IV-01,-0.049603984,0.011822345,-0.0197292,0.006049715,-0.013027232,0.01804106,0.07099969,-0.076683514,-0.047277536,-0.0044866,-0.06872413,-0.00580857,-0.00920349,-0.026778419,-0.032796632,-1.0955044,0.0036320686,0.0921767,-0.06083204,-0.08518367,-0.026223373,-0.030707937,0.02818101,-0.03063464,-0.05994957,0.058935247,-0.051408622,0.03829482,-0.2176414,0.0040872023,0.04662945,-0.004009826,1
TCGA-AC-A6IW-01,-0.14986385,-0.105890065,0.042334344,0.01030042,0.11668195,0.039776675,-0.09664931,0.20054454,0.07744968,-0.14813639,0.2199538,-0.11727598,0.08370386,0.09124648,0.06122249,0.80413353,-0.0805458,-0.12149341,0.05428207,0.113337375,0.03184395,0.109428585,-0.02421475,-0.019407777,0.06986002,0.0074514374,0.030658524,0.1970924,0.15174837,0.0074701235,-0.22723347,0.0130732525,1
TCGA-AC-A6IX-01,0.063427076,0.016316714,-0.011508766,-0.00075451285,0.019684572,0.02941817,-0.015703399,-0.06106359,0.051113877,-0.13416384,-0.043608963,0.0425862,0.010280285,0.03142711,0.055165637,0.54851687,-0.05038937,-0.024956547,0.15666977,-0.009248011,0.07681422,0.058295015,-0.031296615,-0.056637406,-0.017088942,0.061790608,-0.03534748,-0.036015708,0.055901133,0.035844676,-0.07468331,-0.016253484,1
TCGA-AC-A6NO-01,0.005586803,0.005763652,0.04516017,-0.04116697,-0.017949086,0.025109276,-0.054744292,0.12265103,0.036385033,-0.021784196,0.0674184,0.039074674,-0.026615348,0.064399,-0.015192101,0.70130515,-0.010451203,-0.052617185,0.011251988,0.08962167,-0.024769794,0.03666583,-0.014578288,0.048199236,0.1080137,-0.09513623,0.011726823,0.0033471845,0.18951572,-0.023098059,-0.022028992,0.055112913,1
TCGA-AC-A7VB-01,0.04422103,-0.024601338,0.039391275,-0.059952654,0.007716734,-0.04555659,-0.036691535,0.12223681,-0.07477382,0.03269162,0.055561453,-8.574175e-05,-0.040801164,-0.007841785,0.03957485,-1.4432181,0.012629271,-0.014390834,-0.011055922,0.019736119,0.022658695,0.029030789,-0.017293444,0.048348963,0.049180992,-0.05257172,0.05251695,-0.074848026,0.026238412,-0.034079976,0.05962751,-0.059927627,1
TCGA-AC-A7VC-01,0.023488656,-0.015553711,0.06365472,-0.023387082,-0.012518268,-0.011266813,-0.025137473,0.16292247,0.027452383,0.019626817,0.08674671,0.08339221,-0.062012013,0.08783885,-0.0647893,0.59644604,0.024488766,-0.10363651,0.036664367,0.10363866,0.03599857,0.008017544,-0.009087509,0.032369494,0.062298365,-0.080279626,0.037536796,-0.084754795,0.22716548,-0.055667497,-0.0791629,0.0035659242,1
TCGA-AC-A8OP-01,-0.0019384623,-0.04225719,-0.024299685,0.030406468,-0.029206973,0.12010448,0.12635042,-0.2500859,-0.032433774,-0.024246017,-0.14984494,-0.03527709,0.0515219,-0.051555235,-0.034893345,-0.7311514,-0.013744742,0.19571379,-0.05930692,-0.11966186,-0.03348143,-0.037710633,-0.019909805,-0.039939433,-0.18249667,0.10834379,-0.017178971,0.062369417,-0.28799933,0.098114364,-0.019410277,0.06635167,1
TCGA-AC-A8OQ-01,0.03703095,-0.00404997,0.0043921443,0.047012173,-0.006992262,-0.0014926046,0.13663487,0.039792065,0.05871818,0.13019934,0.0038834438,0.018901393,-0.0365399,0.029779907,0.039150763,0.8401354,0.009738117,0.0017177835,-0.014160851,-0.01955872,-0.08029269,-0.12947392,0.040549245,-0.04249358,-0.039419465,-0.1277444,0.007322859,0.057007898,-0.022867963,-0.042198427,-0.0039252285,-0.026307954,1
TCGA-AC-A8OR-01,-0.027257875,-0.004312126,-0.0055091036,0.013850868,0.013903227,0.008296087,-0.0017358111,-0.026469143,0.037381437,-0.026690135,0.018095143,-0.01985693,0.03101984,-0.020006474,-0.0036054947,0.74567175,0.0006457269,-0.0032033697,-0.018523542,-0.000506565,-0.017429825,0.013544217,0.007536011,-0.040798686,0.009686209,0.029211141,-0.026280206,0.029470745,-0.0072555244,0.0016080961,-0.026891196,0.021281095,1
TCGA-AC-A8OS-01,-0.0069275945,-0.035854638,-0.016385797,-0.0051027015,-0.0079350285,0.02222976,-0.033633787,-0.037262466,0.03268257,-0.043025978,-0.0135572925,0.021789197,0.012134615,0.014376755,-0.011780033,0.94706964,-0.023395136,0.012117632,0.018626036,0.03920073,-0.03740258,0.011598486,-0.009172833,-0.023702381,-0.009556584,0.013341032,-0.05114003,-0.023547787,0.08008892,0.01670193,-0.0031769741,0.028090911,1
TCGA-AN-A03X-01,-0.056806147,0.035330415,-0.0032451777,0.008258633,0.005802829,0.033289097,-0.09516113,0.088031985,0.06452319,-0.013474146,0.021360554,0.026134774,-0.03544834,0.07940998,-0.028201351,0.8005077,-0.013675187,-0.072986566,0.02725275,0.10242779,-0.011757325,0.014559064,-0.024539461,0.014628353,0.13963872,-0.084842004,-0.031182777,0.014354821,0.16663812,-0.039638378,0.0107506905,0.0514227,1
TCGA-AN-A03Y-01,-0.045577213,0.086156756,-0.04112396,-0.065590225,-0.05920933,-0.06382497,-0.12486332,0.019525742,-0.009095278,-0.01560072,0.05982589,0.030880779,0.016475681,0.003769691,0.0053475997,0.69687676,-0.021062762,-0.12067597,-0.0022903439,0.031615682,-0.054561775,0.031338487,0.011634344,0.01983771,-0.0032457337,-0.05512289,-0.0064571686,-0.09035364,0.07651614,0.005618803,0.031393178,-0.05849226,1
TCGA-AN-A041-01,0.06546806,-0.020093618,-0.05523253,0.04640325,-0.029829364,-0.03527525,0.043833178,-0.09933799,-0.063631386,-0.10999263,-0.06512361,-0.09654713,0.057667796,-0.005080347,0.07975542,-1.0411179,-0.023620129,0.05966992,-0.037816197,-0.07302206,-0.015226733,-0.022575062,0.043394607,-0.0075727683,0.01499749,0.06574144,-0.021253664,-0.022514809,-0.20446017,0.07800221,0.07469229,-0.02011658,1
TCGA-AN-A046-01,-0.0069275945,-0.035854638,-0.016385797,-0.0051027015,-0.0079350285,0.02222976,-0.033633787,-0.037262466,0.03268257,-0.043025978,-0.0135572925,0.021789197,0.012134615,0.014376755,-0.011780033,0.94706964,-0.023395136,0.012117632,0.018626036,0.03920073,-0.03740258,0.011598486,-0.009172833,-0.023702381,-0.009556584,0.013341032,-0.05114003,-0.023547787,0.08008892,0.01670193,-0.0031769741,0.028090911,1
TCGA-AN-A049-01,0.028058559,-0.021810947,0.016184386,-0.034581937,0.034309108,-0.034983784,0.02657963,-0.047857713,-0.061700847,-0.017547825,0.014490403,-0.07258937,-0.026918765,-0.015458574,0.088652246,-1.3321898,0.021770805,0.044345684,-0.021483777,-0.017203026,-0.00038380548,-0.002436202,-0.005626073,0.041006684,-0.0224142,0.026847772,-0.005967457,-0.039754514,-0.16162692,0.026214652,0.111465685,-0.0177301,1
TCGA-AN-A04A-01,-0.015380114,-0.03462404,-0.03948647,0.023987494,-0.033057433,0.11854692,0.11126483,-0.23700988,-0.027100828,-0.046344616,-0.16312623,-0.026072383,0.056897942,-0.03587446,-0.015587935,-0.680193,-0.011274278,0.18594477,-0.09747017,-0.101783566,-0.042077433,-0.038019057,-0.027511513,-0.060316026,-0.15824085,0.10876308,-0.02825636,0.07179506,-0.283217,0.089478366,-0.017114663,0.07263498,1
TCGA-AN-A04C-01,-0.03430204,-0.06120056,-0.02944905,0.0053279027,-0.0009919219,0.08443986,0.08702297,-0.18151751,-0.014564719,-0.054077692,-0.13769501,-0.018396959,0.039288763,-0.005671208,0.0047194264,-0.919451,-0.018430024,0.16650125,-0.10328573,-0.12258416,-0.033452045,-0.04362869,0.019641155,-0.029303102,-0.13932234,0.11762794,-0.09078874,0.038739394,-0.30293763,0.06634682,0.06634345,0.0139178205,1
TCGA-AN-A04D-01,-0.0071908385,-0.022712825,0.0043860646,-0.011662401,-0.0076891594,0.05129771,0.09726889,-0.12628025,-0.031560447,-0.008968035,-0.09067907,-0.0039201905,0.023420397,-0.005298366,-0.029067287,-0.940898,-0.009262592,0.14909929,-0.041171618,-0.08283406,-0.0098290555,-0.0274201,-0.010440877,0.0014647264,-0.11366003,0.07155489,-0.013795007,0.029129159,-0.20240612,0.042199723,0.03067339,0.02847542,1
TCGA-AN-A0AJ-01,-0.06901103,-0.014473019,-0.051440243,0.037291996,0.005283255,0.08960375,0.11349333,-0.20558088,-0.01865634,-0.052280493,-0.12449264,-0.03802737,0.07794267,-0.02275585,0.04505663,-0.7251409,-0.00672698,0.19533548,-0.057579055,-0.10681408,-0.02187265,-0.025577035,0.018187279,-0.045601666,-0.16381744,0.17341593,-0.06542617,0.07527225,-0.3015148,0.096547954,0.04391201,0.024187284,1
TCGA-AN-A0AK-01,-0.027257875,-0.004312126,-0.0055091036,0.013850868,0.013903227,0.008296087,-0.0017358111,-0.026469143,0.037381437,-0.026690135,0.018095143,-0.01985693,0.03101984,-0.020006474,-0.0036054947,0.74567175,0.0006457269,-0.0032033697,-0.018523542,-0.000506565,-0.017429825,0.013544217,0.007536011,-0.040798686,0.009686209,0.029211141,-0.026280206,0.029470745,-0.0072555244,0.0016080961,-0.026891196,0.021281095,1
TCGA-AN-A0AL-01,-0.014755651,0.02054763,-0.018236343,0.034148328,0.0087784715,-0.038443305,-0.02343126,-0.06205563,0.03890914,-0.02677084,-0.0011434779,0.033001408,-0.043070253,0.021668907,0.031752754,0.7848246,-0.000529252,-0.016091578,0.03137976,0.04848022,-0.006247949,0.010613177,-0.0080042835,-0.020251451,-0.019018702,0.058357023,-0.05881718,-0.012845445,0.003768433,0.0037866458,-0.023260394,0.008204298,1
TCGA-AN-A0AM-01,-0.05203037,0.018270316,-0.06557405,0.044030093,-0.022066753,0.07199402,0.12962009,-0.25010443,-0.01902708,-0.010483721,-0.15375635,0.0005134861,0.08088493,-0.033847634,-0.041999172,-0.49777317,-0.0039725304,0.18993583,-0.085936554,-0.090425305,-0.0305189,-0.016086932,0.009811306,-0.0661678,-0.18748912,0.15976745,-0.050922874,0.08040944,-0.2971524,0.06490474,0.0026113,0.062003717,1
TCGA-AN-A0AR-01,-0.021907672,0.012890698,0.01623815,-0.029981323,0.031746168,-0.01229687,0.008376817,0.019240415,0.010408703,-0.036209352,0.044473983,0.015572049,-0.05572712,0.046004143,0.040148187,0.727226,0.00013526529,-0.04195451,0.024123134,0.008865066,-0.034368765,-0.04334941,-0.0012125724,-0.017529963,0.03753341,0.030248098,0.02256478,-0.016908918,0.060885835,-0.017528243,-0.038164727,0.0067305136,1
TCGA-AN-A0AS-01,-0.054951444,-0.017199693,-0.0016987948,-0.00092832,0.020575661,-0.002557665,0.016000044,-0.019273872,0.016950432,-0.034923203,0.030545764,0.005576506,0.002560351,0.043635752,0.00557976,0.6846421,-0.07923762,-0.035686992,0.030738207,-0.022530966,0.0055680163,0.037987713,-0.031384144,-0.024660049,0.022290416,0.029772691,0.04854941,-0.004681904,0.043585055,-0.0006034449,-0.09969694,0.021101432,1
TCGA-AN-A0AT-01,-0.045931667,0.03878109,-0.03102294,0.031822912,0.06060149,0.032071993,0.044646155,-0.10045176,0.026444826,0.017634025,-0.04216496,-0.0052543883,0.070601225,-0.05176765,0.0026482246,0.62543017,0.0016047657,0.028872706,0.008625286,-0.094412856,0.042867232,0.08222389,0.013698453,-0.019309668,-0.032228313,0.0827957,-0.042770434,0.05983163,-0.08538456,0.021164767,0.027862972,0.055882856,1
TCGA-AN-A0FD-01,-0.018069401,-0.007506488,-0.006969991,0.035731755,-0.029342752,0.088987425,0.11082012,-0.20629054,-0.0311425,-0.02781264,-0.13620085,-0.027686272,0.031279627,-0.027169738,-0.028708884,-0.8071606,0.0054490566,0.15247229,-0.05336847,-0.117690735,-0.052572858,-0.04624149,-0.008708989,-0.027233718,-0.15864849,0.10120455,-0.03583016,0.057442676,-0.2773314,0.05832105,0.0057196897,0.042979196,1
TCGA-AN-A0FF-01,-0.027257875,-0.004312126,-0.0055091036,0.013850868,0.013903227,0.008296087,-0.0017358111,-0.026469143,0.037381437,-0.026690135,0.018095143,-0.01985693,0.03101984,-0.020006474,-0.0036054947,0.74567175,0.0006457269,-0.0032033697,-0.018523542,-0.000506565,-0.017429825,0.013544217,0.007536011,-0.040798686,0.009686209,0.029211141,-0.026280206,0.029470745,-0.0072555244,0.0016080961,-0.026891196,0.021281095,1
TCGA-AN-A0FJ-01,-0.018812373,0.009432079,-0.0019825725,-0.027444787,-0.012422662,-0.0069879442,-0.023301978,-0.01331366,0.043804023,0.009148767,0.035845116,-0.008991785,-0.035428192,0.03971332,-0.005738745,0.7972094,0.0100376755,-0.048757218,0.0056100506,0.019903608,-0.0051790588,-0.016822811,0.015997404,-0.037412286,0.014236458,0.009551309,-0.03448305,-0.025490243,0.076788366,-0.028960891,-0.0051549617,-0.018979741,1
TCGA-AN-A0FK-01,-0.017719105,-0.0055219512,0.003478703,-0.068200946,0.035178754,0.03398653,-0.106775455,0.038017098,0.034092385,-0.035986222,0.073439024,-0.023066461,0.028388295,0.05789342,0.0029497943,0.6568262,-0.058652237,-0.10649606,0.13808385,0.08092526,0.0015295632,0.016663138,0.048207235,-0.0016422253,0.106541045,-0.048901476,-0.019512873,0.059906896,0.08555241,-0.02023428,0.010995692,-0.024532942,1
TCGA-AN-A0FL-01,-0.02958788,-0.05415994,-0.06569332,0.05623629,0.006151516,0.017224893,0.014491896,-0.115317,0.05224425,-0.0735564,-0.043747127,0.011335436,-0.040562447,-0.009470557,0.0489599,0.8396405,-0.059439532,0.07150618,0.0032420773,0.0100484565,-0.03927518,-0.02005231,-0.056174044,-0.047655642,-0.022294752,0.051884286,-0.007748384,0.023515534,-0.041347146,0.061063938,-0.027737731,0.098443136,1
TCGA-AN-A0FN-01,-0.019974008,-0.0060084667,-0.029553123,0.02427867,0.017483015,0.005220607,0.02345666,-0.0025122487,0.044042047,-0.03168363,0.021973282,0.0032625939,0.029809238,-0.03458113,-0.009314785,0.77517366,0.060391337,-0.008143209,-0.007847099,-0.009588234,0.0028292201,-0.0010278039,0.021273846,-0.03929781,-0.01451879,0.018295161,-0.014582988,0.009532716,-0.008358404,-0.013109021,-0.072062515,-0.03280688,1
TCGA-AN-A0FS-01,-0.00012941658,0.047208503,-0.047225002,0.04729878,0.011958022,0.00047440827,0.118989415,-0.08583703,0.00995693,0.036470585,-0.08697025,0.0007884498,0.08600198,-0.054068837,0.03772025,0.67342603,0.020645946,-0.018578552,0.050050274,-0.054633908,0.019750822,0.015060637,-0.0106911715,0.012020262,-0.031927936,0.05532723,0.0094272755,0.034803305,-0.13866942,0.025208764,-0.030170226,0.10089211,1
TCGA-AN-A0FT-01,0.012853399,0.058681577,-0.012841883,-0.097226955,-0.016222518,-0.010964349,0.019055348,-0.04701821,0.044961993,-0.07064945,-0.047014914,-0.045504496,-0.10860667,-0.027581517,-0.00076807523,0.6011144,0.021650545,-0.01861196,-0.024524776,-0.032902174,-0.0068171136,0.016161505,0.025650198,0.04485032,0.017346568,0.08983102,-0.0071081705,0.036268275,-0.03924586,0.053776048,0.03383708,0.18288009,1
TCGA-AN-A0FV-01,0.0035491139,0.01953903,-0.036499802,-0.0069997683,-0.07707368,0.05461192,0.0016512973,-0.2467278,-0.00732198,-0.028387288,-0.116840534,-0.048608504,0.035627637,-0.0139444815,0.06569665,-0.19741905,0.020742983,0.16325346,-0.04506547,-0.024899535,-0.009402644,-0.0010302924,-0.056584332,-0.037181675,-0.16304934,0.07159985,-0.01158445,0.05351558,-0.19479893,0.10226744,0.017501017,0.037344232,1
TCGA-AN-A0FW-01,-0.021095611,-0.023656843,0.020354327,-0.016541429,-0.011527222,0.041543588,0.068874426,-0.044047456,-0.03366479,0.012669822,-0.08832086,0.03708583,0.0440836,-0.002845888,-0.083530195,-0.9255291,-0.023909807,0.10193849,-0.055362463,-0.0872206,0.0022317655,-0.032512408,0.024035985,-0.007033823,-0.08411183,0.03712038,0.017111387,0.0015667789,-0.15277384,-0.0054645613,-0.022359947,0.029742526,1
TCGA-AN-A0FX-01,0.008462295,0.008493962,0.021925803,-0.04649823,-0.009763192,-0.03763561,-0.07964548,0.14970666,0.04359937,0.023821732,0.12720865,0.0861741,-0.039009582,0.08209782,0.0019866726,0.61923003,-0.018216103,-0.124423735,0.03992167,0.07161481,-0.034643035,-0.02637067,-0.022486335,-0.016331015,0.09399826,-0.055454977,0.082272545,-0.020208754,0.18903561,-0.017517574,-0.007863635,-0.061400726,1
TCGA-AN-A0FY-01,-0.04832633,0.016413862,-0.0068729846,0.06308653,0.015803475,-0.083268866,-0.038318265,0.1621392,0.033919025,-0.03393755,0.09502009,0.12732624,0.008090042,-0.014948641,-0.07542843,0.68029416,-0.016571611,-0.022623084,0.040778495,0.113258906,-0.09272462,0.1580824,0.0021196848,0.043258697,0.20120686,-0.116363294,-0.04905944,0.023968901,0.23560141,-0.064826645,-0.20431691,-0.057446077,1
TCGA-AN-A0FZ-01,0.062320843,-0.012753544,0.053460713,-0.07309494,0.011077303,-0.06906746,-0.06878748,0.22495303,-0.10122928,0.07544922,0.111384444,0.0143798925,-0.050329383,-0.009522979,0.03474592,-1.552414,0.02457504,-0.08775889,0.024456123,0.027742215,0.047268618,0.033794034,-0.00918976,0.07762843,0.09765578,-0.101471655,0.11252865,-0.13272426,0.14529924,-0.0638004,0.040929146,-0.10783063,1
TCGA-AN-A0XL-01,0.03299643,-0.02044445,0.020346519,-0.04889772,0.015896756,-0.034185633,0.03120638,-0.0268349,-0.06415424,-0.022718856,0.0025914907,-0.05241514,-0.016985532,-0.0027444558,0.04619651,-1.3395936,0.00043019652,0.031648792,-0.020836098,-0.015806131,-0.0017944686,-0.0072843246,-0.012746846,0.03811574,-0.011148326,-0.0008491948,0.0050425343,-0.032090086,-0.1287078,0.003733866,0.08335162,-0.027416302,1
TCGA-AN-A0XN-01,-0.0058623105,0.013499813,0.07488066,-0.025187768,-0.029273253,-0.018553331,-0.14420663,0.17840526,-0.025772776,-0.014264682,0.095442794,0.04072404,0.03616641,0.0011627926,0.0024223826,0.6452303,0.0035991967,-0.18593618,0.042479284,0.0563348,-0.1009828,0.034602646,0.02177217,0.059912473,0.14882648,-0.14745447,0.0021891408,-0.049679752,0.19403295,-0.05151213,-0.004381055,-0.009136511,1
TCGA-AN-A0XO-01,0.007918462,0.01318069,0.077677816,-0.061503313,-0.03543363,-0.012391582,-0.07349151,0.16306427,0.02070335,0.011069527,0.1122243,0.04433082,-0.026611809,0.031796124,-0.007713268,0.63064253,0.022859603,-0.16162378,0.0147013385,0.09841461,-0.028999966,-0.016287562,0.007380033,0.048485994,0.05593825,-0.08908767,0.060353544,-0.056537215,0.17265205,-0.040546186,-2.1094456e-05,0.0087510515,1
TCGA-AN-A0XP-01,-0.019974008,-0.0060084667,-0.029553123,0.02427867,0.017483015,0.005220607,0.02345666,-0.0025122487,0.044042047,-0.03168363,0.021973282,0.0032625939,0.029809238,-0.03458113,-0.009314785,0.77517366,0.060391337,-0.008143209,-0.007847099,-0.009588234,0.0028292201,-0.0010278039,0.021273846,-0.03929781,-0.01451879,0.018295161,-0.014582988,0.009532716,-0.008358404,-0.013109021,-0.072062515,-0.03280688,1
TCGA-AN-A0XR-01,-0.034325704,0.09921911,-0.031074826,0.10266294,-0.010796528,0.048361436,0.12858017,-0.28262508,-0.031973388,-0.040009834,-0.13682923,-0.05354158,0.051209066,-0.0561491,0.021500638,-0.1414714,0.045630395,0.14905554,-0.006049102,-0.06221407,0.003999222,-0.02657115,-0.010657644,-0.006213246,-0.14960599,0.13639385,-0.0095512755,0.07410452,-0.32391047,0.055266492,-0.009300197,0.10095011,1
TCGA-AN-A0XS-01,-0.027577415,0.009405496,0.017139133,0.0054830983,-0.004622858,-0.015814051,-0.102807425,0.04070062,0.02836484,0.02946209,0.057542942,0.07913484,-0.018106636,0.033760812,-0.03462107,0.62617415,-0.008062333,-0.073897325,0.02896859,0.03650493,-0.037889045,0.0009520687,-0.010191178,0.0122018475,0.024223395,-0.011378743,0.05194327,-0.038151983,0.069700375,0.016652457,0.018103546,0.003469305,1
