run_name,loss_fn,regularizer,kl_weight,mmd_weight,modality,classifier,fold,roc_auc,auprc,accuracy,precision,recall,f1,tn,fp,fn,tp
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,sigmoid_svm,6,0.4713,0.7411,0.5093,0.7679,0.5181,0.6187,12,13,40,43
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,sigmoid_svm,7,0.4043,0.7347,0.5185,0.8039,0.494,0.6119,15,10,42,41
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,sigmoid_svm,8,0.4795,0.7606,0.4722,0.7708,0.4458,0.5649,14,11,46,37
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,sigmoid_svm,9,0.5083,0.7763,0.5234,0.7541,0.561,0.6434,10,15,36,46
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,sigmoid_svm,10,0.4998,0.7634,0.4579,0.75,0.439,0.5538,13,12,46,36
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,1,0.58,0.7942,0.6852,0.7553,0.8659,0.8068,3,23,11,71
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,2,0.6294,0.8321,0.7315,0.8068,0.8554,0.8304,8,17,12,71
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,3,0.5113,0.7775,0.6574,0.7674,0.7952,0.7811,5,20,17,66
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,4,0.446,0.7436,0.6111,0.747,0.747,0.747,4,21,21,62
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,5,0.4894,0.7557,0.713,0.7889,0.8554,0.8208,6,19,12,71
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,6,0.5911,0.8092,0.6852,0.7882,0.8072,0.7976,7,18,16,67
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,7,0.4453,0.7666,0.6204,0.7442,0.7711,0.7574,3,22,19,64
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,8,0.4094,0.7269,0.5648,0.75,0.6506,0.6968,7,18,29,54
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,9,0.5485,0.7826,0.7103,0.8,0.8293,0.8144,8,17,14,68
logcosh_mmd,logcosh,mmd,1.0,10.0,cnv,random_forest,10,0.5322,0.8015,0.7009,0.766,0.878,0.8182,3,22,10,72
