run_name,loss_fn,regularizer,kl_weight,mmd_weight,modality,classifier,fold,roc_auc,auprc,accuracy,precision,recall,f1,tn,fp,fn,tp
mse_kl,mse,kl,1.0,10.0,cnv,sigmoid_svm,9,0.5202,0.8034,0.4486,0.7347,0.439,0.5496,12,13,46,36
mse_kl,mse,kl,1.0,10.0,cnv,sigmoid_svm,10,0.5071,0.7669,0.3925,0.7073,0.3537,0.4715,13,12,53,29
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,1,0.5821,0.7971,0.6944,0.7882,0.8171,0.8024,8,18,15,67
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,2,0.4699,0.7603,0.6481,0.7586,0.7952,0.7765,4,21,17,66
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,3,0.5125,0.7755,0.6944,0.7778,0.8434,0.8092,5,20,13,70
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,4,0.4535,0.7493,0.6481,0.7528,0.8072,0.7791,3,22,16,67
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,5,0.4405,0.7374,0.7037,0.7742,0.8675,0.8182,4,21,11,72
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,6,0.5272,0.7717,0.6944,0.7907,0.8193,0.8047,7,18,15,68
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,7,0.5373,0.7804,0.6574,0.7674,0.7952,0.7811,5,20,17,66
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,8,0.4287,0.7301,0.6759,0.7727,0.8193,0.7953,5,20,15,68
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,9,0.4649,0.7582,0.6262,0.7386,0.7927,0.7647,2,23,17,65
mse_kl,mse,kl,1.0,10.0,cnv,random_forest,10,0.4885,0.7731,0.6355,0.7529,0.7805,0.7665,4,21,18,64
